3
30000	30000	30000

3
20000	25000	25000
1.0	.7	.3

76
1	0	0	-	0
2	-2	-5	A	5330
3	3	-1	B	4205
4	-2	7	C	370
5	3	0	A	3435
6	7	-3	B	875
7	-5	-1	C	915
8	-3	0	A	620
9	0	-3	B	20
10	4	1	C	405
11	4	-5	A	280
12	-2	-4	B	145
13	5	-5	C	115
14	-4	1	A	20
15	-2	3	B	45
16	7	2	C	35
17	-13	80	A	905
18	-6	88	B	270
19	-16	83	C	4420
20	-14	77	A	4110
21	-26	88	B	3185
22	-24	79	C	295
23	-25	78	A	700
24	-11	80	B	2655
25	-5	88	C	290
26	-21	90	A	75
27	-5	82	B	55
28	-20	80	C	925
29	-6	91	A	795
30	-25	89	B	1425
31	-25	74	C	20
32	-8	88	A	50
33	-21	74	B	15
34	-23	74	C	20
35	-5	87	A	55
36	-8	91	B	225
37	-3	-8	C	20
38	-30	15	A	1125
39	-14	24	B	1430
40	-12	11	C	1310
41	-1	7	A	20
42	2	14	B	1955
43	-26	15	C	270
44	-36	2	A	2590
45	-29	7	B	4075
46	-1	28	C	125
47	-7	17	A	145
48	-10	31	B	90
49	-20	-2	C	2940
50	-33	20	A	340
51	-26	0	B	2400
52	-13	9	C	25
53	-8	12	A	80
54	-35	-8	B	170
55	-33	23	C	25
56	10	-70	A	45
57	8	-95	B	110
58	-12	-101	C	600
59	6	-113	A	760
60	-17	-76	B	105
61	-23	-102	C	220
62	11	-104	A	3380
63	-19	-96	B	85
64	-13	-79	C	3820
65	-53	-32	A	65
66	-78	-2	B	30
67	-87	-61	C	3590
68	-60	-32	A	260
69	-6	-12	B	55
70	10	-16	C	465
71	-7	-11	A	1990
72	0	3	B	240
73	10	2	C	185
74	-1	-15	A	15
75	1	-3	B	40
76	15	-2	C	2030
