3
30000	30000	30000

3
10000	25000	25000
1.0	.7	.3

76
1	40	40	-	0
2	22	22	A	900
3	36	26	B	1300
4	21	45	C	550
5	45	35	A	1500
6	55	20	B	1050
7	33	34	C	950
8	50	50	A	750
9	55	45	B	800
10	26	59	C	1450
11	40	66	A	1300
12	55	65	B	1850
13	35	51	C	800
14	62	35	A	600
15	62	57	B	1550
16	62	24	C	400
17	21	36	A	950
18	33	44	B	1000
19	9	56	C	650
20	62	48	A	750
21	66	14	B	1100
22	44	13	C	1400
23	26	13	A	600
24	11	28	B	300
25	7	43	C	1350
26	17	64	A	700
27	41	46	B	900
28	55	34	C	850
29	35	16	A	1450
30	52	26	B	650
31	43	26	C	1100
32	31	76	A	1250
33	22	53	B	1400
34	26	29	C	1350
35	50	40	A	950
36	55	50	B	500
37	54	10	C	600
38	60	15	A	700
39	47	66	B	1200
40	30	60	C	800
41	30	50	A	1650
42	12	17	B	750
43	15	14	C	550
44	16	19	A	900
45	21	48	B	850
46	50	30	C	1050
47	51	42	A	1350
48	50	15	B	950
49	48	21	C	1000
50	12	38	A	250
51	15	56	B	1100
52	29	39	C	600
53	54	38	A	950
54	55	57	B	1100
55	67	41	C	800
56	10	70	A	350
57	6	25	B	1300
58	65	27	C	700
59	40	60	A	1050
60	70	64	B	1200
61	64	4	C	650
62	36	6	A	750
63	30	20	B	900
64	20	30	C	550
65	15	5	A	1400
66	50	70	B	450
67	57	72	C	1850
68	45	42	A	1500
69	38	33	B	500
70	50	4	C	400
71	66	8	A	550
72	59	5	B	150
73	35	60	C	50
74	27	24	A	300
75	40	20	B	500
76	40	37	C	1000
