3
5000	5500	6000

3
2200	2400	2600
1.0	.7	.3

30
1 162 354	-	0
2 218 382	A	300
3 218 358	B	3100
4 201 370	C	125
5 214 371	A	100
6 224 370	B	200
7 210 382	C	150
8 104 354	A	150
9 126 338	B	450
10 119 340	C	300
11 129 349	A	100
12 126 347	B	950
13 125 346	C	125
14 116 355	A	150
15 126 335	B	150
16 125 355	C	550
17 119 357	A	150
18 115 341	B	100
19 153 351	C	150
20 175 363	A	400
21 180 360	B	300
22 159 331	C	1500
23 188 357	A	100
24 152 349	B	300
25 215 389	C	500
26 212 394	A	800
27 188 393	B	300
28 207 406	C	100
29 184 410	A	150
30 207 392	B	1000
