3
20000	20000	25000

3
10000	12000	14000
1.0	.7	.3

34
1	73	39	-	0
2	67	91	A	2300
3	39	21	B	300
4	3	9	C	2400
5	97	15	A	1500
6	91	65	B	1500
7	55	75	C	2400
8	55	71	A	700
9	57	85	B	2500
10	21	15	C	1300
11	47	57	A	500
12	51	97	B	700
13	11	11	C	500
14	43	59	A	1400
15	63	69	B	1300
16	55	77	C	500
17	35	11	A	2400
18	27	91	B	1500
19	49	25	C	900
20	29	93	A	1600
21	71	27	B	1300
22	31	43	C	1600
23	27	9	A	1300
24	67	99	B	2400
25	87	81	C	2000
26	23	81	A	2300
27	89	33	B	2000
28	71	91	C	300
29	19	77	A	1500
30	65	77	B	1200
31	87	79	C	1900
32	19	83	A	400
33	1	59	B	1500
34	55	7	C	100
