3
30000	25000	20000

3
20000	20000	20000
1.0	.7	.3

48
1	47	5	-	0
2	1	19	A	2000
3	97	35	B	1400
4	23	79	C	500
5	77	87	A	1100
6	3	9	B	2200
7	5	27	C	2500
8	41	53	A	200
9	51	87	B	1800
10	67	73	C	1000
11	89	45	A	2600
12	71	99	B	1400
13	11	1	C	2200
14	85	85	A	900
15	57	11	B	1100
16	57	85	C	1800
17	71	33	A	2400
18	61	13	B	1500
19	39	15	C	2300
20	13	59	A	1600
21	43	99	B	1400
22	87	73	C	800
23	11	37	A	500
24	21	11	B	1200
25	77	81	C	800
26	3	63	A	1600
27	47	95	B	1200
28	53	75	C	1500
29	73	55	A	900
30	81	71	B	200
31	89	75	C	1000
32	11	9	A	200
33	27	37	B	300
34	95	59	C	2000
35	63	63	A	300
36	37	21	B	1300
37	33	47	C	2500
38	23	63	A	2300
39	13	55	B	800
40	47	93	C	1600
41	45	43	A	900
42	83	7	B	1400
43	69	91	C	400
44	13	11	A	1300
45	37	15	B	700
46	53	59	C	1600
47	97	83	A	1800
48	75	31	B	1600
