3
20000	20000	20000

3
5000	10000	20000
1.0	.7	.3

63
1	91	93	-	0
2	7	5	A	200
3	27	91	B	900
4	21	47	C	1100
5	33	11	A	700
6	19	99	B	250
7	59	25	C	450
8	69	79	A	350
9	11	73	B	1000
10	21	35	C	950
11	59	45	A	350
12	99	81	B	900
13	71	47	C	1000
14	53	83	A	100
15	87	1	B	550
16	79	67	C	500
17	59	65	A	250
18	67	21	B	1050
19	27	1	C	1000
20	81	93	A	50
21	59	89	B	750
22	95	23	C	750
23	73	25	A	700
24	41	25	B	950
25	3	65	C	1100
26	59	83	A	1050
27	83	97	B	1100
28	5	83	C	300
29	71	35	A	1200
30	37	97	B	700
31	29	93	C	700
32	19	21	A	100
33	83	13	B	750
34	97	67	C	1050
35	31	83	A	750
36	65	17	B	300
37	19	63	C	1150
38	59	23	A	700
39	17	25	B	1300
40	45	27	C	750
41	89	7	A	750
42	19	41	B	1150
43	23	39	C	350
44	23	21	A	1100
45	83	61	B	1300
46	11	93	C	1000
47	17	11	A	150
48	35	11	B	100
49	21	59	C	750
50	21	69	A	100
51	71	13	B	1050
52	63	13	C	600
53	49	21	A	200
54	83	31	B	500
55	41	97	C	1150
56	85	15	A	200
57	77	73	B	1200
58	57	1	C	850
59	83	11	A	100
60	1	75	B	1000
61	45	71	C	900
62	41	55	A	950
63	45	13	B	400
