3
15000	20000	25000

3
15000	 8000	6000
1.0	.7	.3

33
1	42	68	-	0
2	77	97	A	500
3	28	64	B	2300
4	77	39	C	1400
5	32	33	A	1300
6	32	8	B	800
7	42	92	C	1800
8	8	3	A	1900
9	7	14	B	1000
10	82	17	C	1800
11	48	13	A	2000
12	53	82	B	500
13	39	27	C	900
14	7	24	A	2300
15	67	98	B	900
16	54	52	C	1800
17	72	43	A	1000
18	73	3	B	2400
19	59	77	C	1300
20	58	97	A	1400
21	23	43	B	800
22	68	98	C	1000
23	47	62	A	1900
24	52	72	B	1400
25	32	88	C	1300
26	39	7	A	1400
27	17	8	B	200
28	38	7	C	2300
29	58	74	A	1500
30	82	67	B	800
31	42	7	C	2000
32	68	82	A	2400
33	7	48	B	300
