3
20000	20000	20000

3
10000	12000	14000
1.0	.7	.3

39
1	9	35	-	0
2	43	19	A	500
3	79	35	B	2400
4	93	7	C	300
5	13	35	A	2000
6	67	13	B	2600
7	31	77	C	2300
8	81	7	A	1500
9	27	49	B	300
10	27	35	C	2000
11	69	23	A	1600
12	31	51	B	900
13	27	27	C	2100
14	15	83	A	300
15	7	35	B	2400
16	53	25	C	1400
17	75	13	A	600
18	47	49	B	600
19	25	33	C	1300
20	1	23	A	500
21	45	11	B	300
22	1	47	C	300
23	93	15	A	2000
24	41	9	B	1600
25	75	55	C	2200
26	3	1	A	1000
27	51	67	B	1200
28	57	91	C	2000
29	21	97	A	2400
30	55	13	B	600
31	3	71	C	100
32	37	19	A	200
33	73	21	B	1300
34	19	19	C	700
35	75	73	A	600
36	93	49	B	2400
37	41	87	C	1900
38	97	73	A	1400
39	45	29	B	700
