3
15000	15000	15000

3
5000	 5000	 5000
1.0	.7	.3

54
1	61	5	-	0
2	85	53	A	1200
3	17	57	B	450
4	49	93	C	750
5	69	11	A	850
6	87	15	B	100
7	49	39	C	950
8	87	23	A	500
9	19	83	B	850
10	69	87	C	1000
11	69	43	A	800
12	49	67	B	400
13	17	61	C	600
14	45	61	A	150
15	21	53	B	1150
16	71	37	C	200
17	53	23	A	1150
18	77	63	B	1000
19	89	7	C	100
20	21	83	A	950
21	77	25	B	100
22	85	95	C	1150
23	43	93	A	1150
24	75	25	B	250
25	1	43	C	600
26	7	7	A	750
27	81	69	B	450
28	23	57	C	650
29	81	15	A	900
30	77	35	B	800
31	49	3	C	350
32	21	93	A	300
33	41	37	B	100
34	71	91	C	400
35	31	13	A	100
36	69	33	B	100
37	91	47	C	200
38	13	69	A	650
39	65	75	B	900
40	91	27	C	450
41	9	85	A	950
42	15	19	B	150
43	7	37	C	700
44	61	11	A	950
45	59	83	B	1050
46	85	69	C	200
47	15	29	A	300
48	1	13	B	1100
49	1	83	C	650
50	85	31	A	500
51	95	25	B	900
52	5	33	C	250
53	51	11	A	450
54	51	85	B	1800
