3
30000	30000	30000

3
20000	20000	20000
1.0	.7	.3

53
1	24	63	-	0
2	35	60	A	1800
3	79	46	B	1380
4	3	45	C	1350
5	42	50	A	1500
6	3	40	B	1200
7	29	96	C	2880
8	47	30	A	900
9	54	77	B	2310
10	36	30	C	900
11	83	86	A	2580
12	30	6	B	180
13	55	29	C	870
14	13	2	A	60
15	1	19	B	570
16	98	1	C	30
17	75	10	A	300
18	39	23	B	690
19	62	91	C	2730
20	96	9	A	270
21	27	87	B	2610
22	14	16	C	480
23	52	49	A	1470
24	95	21	B	630
25	30	6	C	180
26	18	40	A	1200
27	82	90	B	2700
28	50	79	C	2370
29	48	49	A	1470
30	82	73	B	2190
31	64	62	C	1860
32	34	78	A	2340
33	83	6	B	180
34	3	77	C	2310
35	18	8	A	240
36	53	86	B	2580
37	88	51	C	1530
38	77	51	A	1530
39	58	89	B	2670
40	12	44	C	1320
41	70	88	A	2640
42	36	17	B	510
43	85	23	C	690
44	93	30	A	900
45	68	67	B	2010
46	71	34	C	1020
47	56	73	A	2190
48	37	37	B	1110
49	78	20	C	600
50	88	69	A	2070
51	95	42	B	1260
52	44	71	C	2130
53	18	1	A	30
