3
35000	35000	35000

3
25000	20000	15000
1.0	.7	.3

51
1	40	40	-	0
2	22	22	A	1800
3	36	26	B	2600
4	21	45	C	1100
5	45	35	A	3000
6	55	20	B	2100
7	33	34	C	1900
8	50	50	A	1500
9	55	45	B	1600
10	26	59	C	2900
11	40	66	A	2600
12	55	65	B	3700
13	35	51	C	1600
14	62	35	A	1200
15	62	57	B	3100
16	62	24	C	800
17	21	36	A	1900
18	33	44	B	2000
19	9	56	C	1300
20	62	48	A	1500
21	66	14	B	2200
22	44	13	C	2800
23	26	13	A	1200
24	11	28	B	600
25	7	43	C	2700
26	17	64	A	1400
27	41	46	B	1800
28	55	34	C	1700
29	35	16	A	2900
30	52	26	B	1300
31	43	26	C	2200
32	31	76	A	2500
33	22	53	B	2800
34	26	29	C	2700
35	50	40	A	1900
36	55	50	B	1000
37	54	10	C	1200
38	60	15	A	1400
39	47	66	B	2400
40	30	60	C	1600
41	30	50	A	3300
42	12	17	B	1500
43	15	14	C	1100
44	16	19	A	1800
45	21	48	B	1700
46	50	30	C	2100
47	51	42	A	2700
48	50	15	B	1900
49	48	21	C	2000
50	12	38	A	500
51	15	56	B	2200
