3
60000	60000	60000

3
20000	30000	40000
1.0	.7	.3

72
1	0	0	-	0
2	-12	-6	A	7063
3	-15	-5	B	51
4	-1	-18	C	23
5	2	-21	A	3074
6	-1	-17	B	349
7	-9	-12	C	1047
8	2	-22	A	698
9	1	-21	B	3001
10	7	-25	C	31
11	-7	-17	A	1135
12	-11	-5	B	21611
13	-14	-9	C	57
14	-14	-8	A	51
15	-11	-2	B	551
16	-14	-5	C	179
17	-15	-9	A	6
18	-15	-8	B	528
19	-9	-6	C	2832
20	-14	-4	A	1514
21	3	6	B	889
22	5	9	C	2554
23	5	10	A	1215
24	2	8	B	1810
25	1	9	C	3050
26	1	10	A	4
27	2	9	B	1563
28	6	14	C	741
29	5	12	A	1532
30	3	7	B	709
31	4	8	C	1022
32	-6	1	A	883
33	-6	2	B	1689
34	-8	-2	C	10235
35	-7	2	A	29
36	-7	-3	B	2894
37	-7	-2	C	450
38	-20	12	A	411
39	-20	13	B	207
40	-12	10	C	496
41	-20	15	A	1021
42	-6	8	B	117
43	2	21	C	46
44	2	22	A	8
45	1	21	B	18
46	-1	24	C	561
47	1	22	A	1877
48	-2	20	B	3542
49	-2	21	C	801
50	-4	18	A	967
51	-4	19	B	62
52	-5	18	C	1366
53	-5	26	A	230
54	1	23	B	4
55	-6	5	C	12
56	-6	6	A	145
57	-9	6	B	7149
58	-9	7	C	2250
59	-12	5	A	383
60	-12	6	B	134
61	-11	3	C	1947
62	-11	4	A	182
63	-14	4	B	3934
64	-14	5	C	468
65	-15	4	A	18
66	-15	5	B	133
67	-16	7	C	2340
68	-16	8	A	754
69	-15	10	B	1264
70	-20	10	C	806
71	-5	19	A	3665
72	-9	-11	B	2452
