3
20000	10000	20000

3
8000	12000	16000
1.0	.7	.3

60
1	27	93	-	0
2	33	27	A	800
3	29	39	B	100
4	7	81	C	350
5	1	59	A	550
6	49	9	B	450
7	21	53	C	850
8	79	89	A	1050
9	81	83	B	1150
10	85	11	C	500
11	45	9	A	300
12	7	65	B	950
13	95	27	C	900
14	81	85	A	1000
15	37	81	B	650
16	69	69	C	250
17	15	95	A	550
18	89	75	B	1200
19	33	93	C	100
20	57	83	A	150
21	11	95	B	50
22	3	57	C	250
23	45	11	A	1000
24	43	61	B	1150
25	35	43	C	1200
26	19	83	A	900
27	83	69	B	950
28	85	77	C	100
29	19	39	A	850
30	83	87	B	850
31	1	13	C	450
32	15	39	A	550
33	83	17	B	100
34	41	97	C	300
35	31	61	A	450
36	59	69	B	250
37	29	15	C	450
38	93	83	A	100
39	63	97	B	700
40	65	57	C	950
41	15	69	A	550
42	31	97	B	1050
43	57	9	C	1000
44	85	37	A	1050
45	21	29	B	900
46	53	11	C	2400
47	15	77	A	50
48	41	69	B	850
49	45	17	C	2100
50	13	25	A	100
51	63	57	B	200
52	95	5	C	1200
53	55	91	A	900
54	3	31	B	1050
55	47	7	C	550
56	61	69	A	450
57	85	35	B	900
58	89	81	C	1100
59	45	47	A	450
60	65	93	B	1150
