3
25000	20000	15000

3
20000	16000	12000
1.0	.7	.3

44
1	14	68	-	0
2	73	2	A	800
3	13	47	B	2400
4	37	44	C	900
5	34	63	A	1900
6	58	98	B	900
7	33	42	C	1800
8	18	98	A	900
9	24	79	B	1400
10	17	28	C	300
11	72	67	A	1400
12	78	63	B	800
13	42	48	C	800
14	1	2	A	1300
15	2	28	B	1800
16	32	82	C	400
17	97	38	A	2400
18	39	53	B	1400
19	87	1	C	800
20	42	77	A	1800
21	83	27	B	1300
22	79	92	C	200
23	22	39	A	900
24	58	32	B	1800
25	53	84	C	300
26	38	37	A	2400
27	63	59	B	800
28	42	88	C	2400
29	32	88	A	1400
30	38	23	B	1300
31	63	32	C	2400
32	22	73	A	2300
33	88	94	B	900
34	58	78	C	1300
35	43	62	A	1400
36	73	1	B	1400
37	17	32	C	1800
38	87	79	A	2400
39	12	24	B	400
40	48	53	C	800
41	48	23	A	1300
42	7	37	B	400
43	98	77	C	1400
44	34	12	A	1800
