3
35000	35000	35000

3
30000	20000	10000
1.0	.7	.3

61
1	61	37	-	0
2	93	57	A	2300
3	15	67	B	1700
4	23	43	C	1200
5	53	5	A	600
6	13	75	B	2200
7	29	73	C	300
8	47	37	A	2400
9	23	71	B	2400
10	67	45	C	1100
11	21	49	A	700
12	93	43	B	1200
13	67	13	C	800
14	69	25	A	1400
15	53	35	B	2000
16	25	39	C	1600
17	85	69	A	1600
18	81	27	B	400
19	77	79	C	900
20	45	43	A	1800
21	31	75	B	1400
22	49	99	C	1000
23	63	9	A	1900
24	47	37	B	2200
25	33	47	C	1900
26	39	69	A	900
27	49	3	B	1800
28	49	87	C	200
29	87	39	A	1800
30	37	91	B	1100
31	19	33	C	1900
32	97	35	A	1800
33	31	5	B	1500
34	35	25	C	400
35	79	61	A	1200
36	73	73	B	800
37	35	95	C	1800
38	5	43	A	1200
39	19	45	B	7200
40	71	39	C	200
41	35	63	A	500
42	27	73	B	1400
43	31	21	C	1100
44	47	9	A	1900
45	87	45	B	1600
46	1	49	C	1900
47	1	77	A	300
48	63	73	B	1200
49	79	71	C	1000
50	21	55	A	2000
51	65	23	B	700
52	65	47	C	1300
53	97	23	A	1600
54	23	71	B	2300
55	5	81	C	2200
56	53	27	A	1800
57	57	85	B	600
58	89	23	C	1200
59	51	65	A	2700
60	13	49	B	900
61	91	41	C	1500
