3
20000	15000	10000

3
10000	 8000	 6000
1.0	.7	.3

37
1	38	46	-	0
2	59	46	A	1600
3	96	42	B	1800
4	47	61	C	100
5	26	15	A	1300
6	66	6	B	800
7	96	7	C	2300
8	37	25	A	700
9	68	92	B	2700
10	78	84	C	100
11	82	28	A	300
12	93	90	B	600
13	74	42	C	2400
14	60	20	A	1900
15	78	58	B	200
16	36	48	C	500
17	45	36	A	1600
18	73	57	B	700
19	10	91	C	400
20	98	51	A	2200
21	92	62	B	700
22	43	42	C	2300
23	53	25	A	1600
24	78	65	B	200
25	72	79	C	200
26	37	88	A	900
27	16	73	B	200
28	75	96	C	1200
29	11	66	A	100
30	9	49	B	900
31	25	72	C	2300
32	8	68	A	600
33	12	61	B	1900
34	50	2	C	700
35	26	54	A	700
36	18	89	B	2000
37	22	53	C	2000
