3
20000	20000	10000

3
10000	15000	15000
1.0	.7	.3

38
1	69	63	-	0
2	3	35	A	1200
3	71	79	B	500
4	1	47	C	800
5	11	15	A	1200
6	87	23	B	1800
7	37	33	C	1200
8	87	29	A	1100
9	35	81	B	1900
10	55	71	C	2300
11	41	51	A	800
12	93	9	B	2500
13	11	49	C	100
14	75	89	A	500
15	75	69	B	1700
16	97	95	C	1300
17	15	13	A	900
18	63	95	B	1300
19	47	41	C	1900
20	45	41	A	500
21	89	43	B	2600
22	45	59	C	900
23	95	23	A	2000
24	19	83	B	2100
25	71	69	C	800
26	27	19	A	1200
27	17	57	B	1300
28	93	15	C	1200
29	59	29	A	400
30	35	39	B	1900
31	33	51	C	2500
32	61	21	A	700
33	89	53	B	300
34	33	85	C	200
35	37	37	A	2400
36	21	91	B	1300
37	67	95	C	1400
38	61	15	A	1400
