3
15000	15000	20000

3
5000	10000	15000
1.0	.7	.3

55
1	36	64	-	0
2	94	47	A	150
3	10	23	B	600
4	16	46	C	1250
5	25	79	A	200
6	41	30	B	550
7	81	45	C	1000
8	14	79	A	1050
9	42	56	B	500
10	90	17	C	1000
11	41	39	A	650
12	21	14	B	700
13	41	46	C	800
14	65	96	A	850
15	13	49	B	550
16	21	14	C	1800
17	57	2	A	300
18	14	42	B	350
19	66	62	C	1050
20	58	96	A	550
21	5	51	B	850
22	41	50	C	1100
23	50	99	A	500
24	84	85	B	950
25	97	90	C	1050
26	47	76	A	1150
27	11	54	B	950
28	60	97	C	750
29	60	89	A	1100
30	58	68	B	350
31	30	93	C	550
32	9	60	A	750
33	47	44	B	1100
34	19	40	C	600
35	15	40	A	1200
36	88	21	B	1250
37	33	58	C	100
38	21	51	A	750
39	57	7	B	900
40	81	6	C	650
41	49	6	A	150
42	51	78	B	1000
43	9	62	C	700
44	84	36	A	500
45	95	76	B	500
46	89	44	C	3300
47	10	49	A	500
48	69	16	B	350
49	75	66	C	600
50	97	11	A	1200
51	74	69	B	250
52	1	14	C	900
53	96	91	A	350
54	46	22	B	550
55	74	92	C	600
