3
20000	20000	20000

3
16000	10000	16000
1.0	.7	.3

80
1	92	92	-	0
2	88	58	A	1200
3	70	6	B	1100
4	57	59	C	1150
5	0	98	A	250
6	61	38	B	550
7	65	22	C	1150
8	91	52	A	1300
9	59	2	B	450
10	3	54	C	1150
11	95	38	A	450
12	80	28	B	700
13	66	42	C	800
14	79	74	A	600
15	99	25	B	100
16	20	43	C	100
17	40	3	A	300
18	50	42	B	1000
19	97	0	C	1300
20	21	19	A	600
21	36	21	B	750
22	100	61	C	650
23	11	85	A	1300
24	69	35	B	850
25	69	22	C	350
26	29	35	A	600
27	14	9	B	200
28	50	33	C	200
29	89	17	A	1000
30	57	44	B	500
31	60	25	C	450
32	48	42	A	100
33	17	93	B	450
34	21	50	C	50
35	77	18	A	100
36	2	4	B	100
37	63	83	C	600
38	68	6	A	700
39	41	95	B	1150
40	48	54	C	1050
41	98	73	A	650
42	26	38	B	650
43	69	76	C	1150
44	40	1	A	150
45	65	41	B	300
46	14	86	C	1150
47	32	39	A	550
48	14	24	B	100
49	96	5	C	350
50	82	98	A	650
51	23	85	B	500
52	63	69	C	150
53	87	19	A	300
54	56	75	B	650
55	15	63	C	100
56	10	45	A	700
57	7	30	B	350
58	31	11	C	1050
59	36	93	A	350
60	50	31	B	1100
61	49	52	C	650
62	39	10	A	1100
63	76	40	B	900
64	83	34	C	1100
65	33	51	A	300
66	0	15	B	100
67	52	82	C	550
68	52	82	A	250
69	46	6	B	450
70	3	26	C	450
71	46	80	A	250
72	94	30	B	600
73	26	76	C	100
74	75	92	A	600
75	57	51	B	950
76	34	21	C	300
77	28	80	A	700
78	59	66	B	100
79	51	16	C	100
80	87	11	A	1200
