3
25000	20000	20000

3
20000	18000	18000
1.0	.7	.3

45
1	31	73	-	0
2	11	67	A	1900
3	52	96	B	200
4	81	29	C	1200
5	97	62	A	2000
6	71	5	B	600
7	6	56	C	1700
8	48	50	A	800
9	91	17	B	1400
10	49	68	C	200
11	85	29	A	800
12	11	16	B	500
13	74	98	C	700
14	56	37	A	2200
15	13	81	B	1400
16	66	80	C	1700
17	96	55	A	2300
18	36	17	B	1500
19	32	23	C	2100
20	6	13	A	200
21	64	30	B	2400
22	87	5	C	1000
23	75	61	A	2000
24	40	72	B	600
25	1	44	C	2100
26	60	95	A	1000
27	27	49	B	600
28	15	33	C	1300
29	46	53	A	2100
30	28	43	B	2400
31	3	9	C	1100
32	1	100	A	1600
33	53	46	B	800
34	98	8	C	1100
35	6	25	A	1100
36	7	81	B	2200
37	96	88	C	1700
38	2	35	A	2200
39	32	94	B	1700
40	95	94	C	800
41	9	11	A	2300
42	96	16	B	500
43	90	68	C	300
44	33	31	A	1800
45	6	59	B	1200
