3
30000	25000	20000

3
16000	17000	18000
1.0	.7	.3

46
1	75	55	-	0
2	7	75	A	1200
3	77	1	B	2600
4	51	25	C	100
5	81	25	A	2000
6	59	37	B	200
7	93	45	C	1300
8	43	21	A	2000
9	35	53	B	700
10	77	63	C	1000
11	37	13	A	1500
12	37	51	B	700
13	27	31	C	2400
14	95	31	A	1000
15	87	43	B	1200
16	23	65	C	2300
17	9	51	A	1300
18	73	81	B	1900
19	3	1	C	900
20	41	61	A	1200
21	29	81	B	600
22	51	95	C	900
23	49	25	A	2200
24	81	53	B	1800
25	7	51	C	1900
26	21	5	A	2000
27	91	35	B	2400
28	17	81	C	1000
29	61	69	A	400
30	27	97	B	2000
31	83	23	C	1500
32	21	93	A	1300
33	59	31	B	1200
34	27	53	C	300
35	9	91	A	700
36	11	27	B	1800
37	59	41	C	300
38	67	1	A	2300
39	77	39	B	100
40	47	29	C	1700
41	3	89	A	1300
42	33	87	B	600
43	17	45	C	2200
44	91	41	A	2000
45	23	3	B	2100
46	97	61	C	200
