
set I:= 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22 
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51;

set Nodos:= 1 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51;

set K:= 1 2 3;
set R:= A B C;
set T:= A B C;


param: xcoord	ycoord :=
1	40	40
2	22	22
3	36	26
4	21	45
5	45	35
6	55	20
7	33	34
8	50	50
9	55	45
10	26	59
11	40	66
12	55	65
13	35	51
14	62	35
15	62	57
16	62	24
17	21	36
18	33	44
19	9	56
20	62	48
21	66	14
22	44	13
23	26	13
24	11	28
25	7	43
26	17	64
27	41	46
28	55	34
29	35	16
30	52	26
31	43	26
32	31	76
33	22	53
34	26	29
35	50	40
36	55	50
37	54	10
38	60	15
39	47	66
40	30	60
41	30	50
42	12	17
43	15	14
44	16	19
45	21	48
46	50	30
47	51	42
48	50	15
49	48	21
50	12	38
51	15	56


;

param Q:=
1   35000
2   35000
3   35000
;

param P:=
A   25000
B   20000
C   15000
;


param alfa:=
A   1
B    .70
C    .30
;

param q:  A   B   C:=
1	0	0	0
2	1800	0	0
3	0	2600	0
4	0	0	1100
5	3000	0	0
6	0	2100	0
7	0	0	1900
8	1500	0	0
9	0	1600	0
10	0	0	2900
11	2600	0	0
12	0	3700	0
13	0	0	1600
14	1200	0	0
15	0	3100	0
16	0	0	800
17	1900	0	0
18	0	2000	0
19	0	0	1300
20	1500	0	0
21	0	2200	0
22	0	0	2800
23	1200	0	0
24	0	600	0
25	0	0	2700
26	1400	0	0
27	0	1800	0
28	0	0	1700
29	2900	0	0
30	0	1300	0
31	0	0	2200
32	2500	0	0
33	0	2800	0
34	0	0	2700
35	1900	0	0
36	0	1000	0
37	0	0	1200
38	1400	0	0
39	0	2400	0
40	0	0	1600
41	3300	0	0
42	0	1500	0
43	0	0	1100
44	1800	0	0
45	0	1700	0
46	0	0	2100
47	2700	0	0
48	0	1900	0
49	0	0	2000
50	500	0	0
51	0	2200	0

;

param a:  A   B   C:=
1	0	0	0
2	1	0	0
3	0	1	0
4	0	0	1
5	1	0	0
6	0	1	0
7	0	0	1
8	1	0	0
9	0	1	0
10	0	0	1
11	1	0	0
12	0	1	0
13	0	0	1
14	1	0	0
15	0	1	0
16	0	0	1
17	1	0	0
18	0	1	0
19	0	0	1
20	1	0	0
21	0	1	0
22	0	0	1
23	1	0	0
24	0	1	0
25	0	0	1
26	1	0	0
27	0	1	0
28	0	0	1
29	1	0	0
30	0	1	0
31	0	0	1
32	1	0	0
33	0	1	0
34	0	0	1
35	1	0	0
36	0	1	0
37	0	0	1
38	1	0	0
39	0	1	0
40	0	0	1
41	1	0	0
42	0	1	0
43	0	0	1
44	1	0	0
45	0	1	0
46	0	0	1
47	1	0	0
48	0	1	0
49	0	0	1
50	1	0	0
51	0	1	0

;

param qu :=
1	0
2	1800
3	2600
4	1100
5	3000
6	2100
7	1900
8	1500
9	1600
10	2900
11	2600
12	3700
13	1600
14	1200
15	3100
16	800
17	1900
18	2000
19	1300
20	1500
21	2200
22	2800
23	1200
24	600
25	2700
26	1400
27	1800
28	1700
29	2900
30	1300
31	2200
32	2500
33	2800
34	2700
35	1900
36	1000
37	1200
38	1400
39	2400
40	1600
41	3300
42	1500
43	1100
44	1800
45	1700
46	2100
47	2700
48	1900
49	2000
50	500
51	2200



;

set IT:=
(	2	,	A	)
(	3	,	B	)
(	4	,	C	)
(	5	,	A	)
(	6	,	B	)
(	7	,	C	)
(	8	,	A	)
(	9	,	B	)
(	10	,	C	)
(	11	,	A	)
(	12	,	B	)
(	13	,	C	)
(	14	,	A	)
(	15	,	B	)
(	16	,	C	)
(	17	,	A	)
(	18	,	B	)
(	19	,	C	)
(	20	,	A	)
(	21	,	B	)
(	22	,	C	)
(	23	,	A	)
(	24	,	B	)
(	25	,	C	)
(	26	,	A	)
(	27	,	B	)
(	28	,	C	)
(	29	,	A	)
(	30	,	B	)
(	31	,	C	)
(	32	,	A	)
(	33	,	B	)
(	34	,	C	)
(	35	,	A	)
(	36	,	B	)
(	37	,	C	)
(	38	,	A	)
(	39	,	B	)
(	40	,	C	)
(	41	,	A	)
(	42	,	B	)
(	43	,	C	)
(	44	,	A	)
(	45	,	B	)
(	46	,	C	)
(	47	,	A	)
(	48	,	B	)
(	49	,	C	)
(	50	,	A	)
(	51	,	B	)

;
