
set I:= 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22 
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 ;

set Nodos:= 1 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 ;

set K:= 1 2 3 4;
set R:= A B C;
set T:= A B C;


param: xcoord	ycoord :=
1	31	73
2	11	67
3	52	96
4	81	29
5	97	62
6	71	5
7	6	56
8	48	50
9	91	17
10	49	68
11	85	29
12	11	16
13	74	98
14	56	37
15	13	81
16	66	80
17	96	55
18	36	17
19	32	23
20	6	13
21	64	30
22	87	5
23	75	61
24	40	72
25	1	44
26	60	95
27	27	49
28	15	33
29	46	53
30	28	43
31	3	9
32	1	100
33	53	46
34	98	8
35	6	25
36	7	81
37	96	88
38	2	35
39	32	94
40	95	94
41	9	11
42	96	16
43	90	68
44	33	31
45	6	59

;

param Q:=
1   25000
2   25000
3   20000
4   20000
;

param P:=
A   20000
B   18000
C   18000
;


param alfa:=
A   1
B    .70
C    .30
;

param q:  A   B   C:=
1	0	0	0
2	1900	0	0
3	0	200	0
4	0	0	1200
5	2000	0	0
6	0	600	0
7	0	0	1700
8	800	0	0
9	0	1400	0
10	0	0	200
11	800	0	0
12	0	500	0
13	0	0	700
14	2200	0	0
15	0	1400	0
16	0	0	1700
17	2300	0	0
18	0	1500	0
19	0	0	2100
20	200	0	0
21	0	2400	0
22	0	0	1000
23	2000	0	0
24	0	600	0
25	0	0	2100
26	1000	0	0
27	0	600	0
28	0	0	1300
29	2100	0	0
30	0	2400	0
31	0	0	1100
32	1600	0	0
33	0	800	0
34	0	0	1100
35	1100	0	0
36	0	2200	0
37	0	0	1700
38	2200	0	0
39	0	1700	0
40	0	0	800
41	2300	0	0
42	0	500	0
43	0	0	300
44	1800	0	0
45	0	1200	0

;

param a:  A   B   C:=
1	0	0	0
2	1	0	0
3	0	1	0
4	0	0	1
5	1	0	0
6	0	1	0
7	0	0	1
8	1	0	0
9	0	1	0
10	0	0	1
11	1	0	0
12	0	1	0
13	0	0	1
14	1	0	0
15	0	1	0
16	0	0	1
17	1	0	0
18	0	1	0
19	0	0	1
20	1	0	0
21	0	1	0
22	0	0	1
23	1	0	0
24	0	1	0
25	0	0	1
26	1	0	0
27	0	1	0
28	0	0	1
29	1	0	0
30	0	1	0
31	0	0	1
32	1	0	0
33	0	1	0
34	0	0	1
35	1	0	0
36	0	1	0
37	0	0	1
38	1	0	0
39	0	1	0
40	0	0	1
41	1	0	0
42	0	1	0
43	0	0	1
44	1	0	0
45	0	1	0

;

param qu :=
1	0
2	1900
3	200
4	1200
5	2000
6	600
7	1700
8	800
9	1400
10	200
11	800
12	500
13	700
14	2200
15	1400
16	1700
17	2300
18	1500
19	2100
20	200
21	2400
22	1000
23	2000
24	600
25	2100
26	1000
27	600
28	1300
29	2100
30	2400
31	1100
32	1600
33	800
34	1100
35	1100
36	2200
37	1700
38	2200
39	1700
40	800
41	2300
42	500
43	300
44	1800
45	1200


;

set IT:=
(	2	,	A	)
(	3	,	B	)
(	4	,	C	)
(	5	,	A	)
(	6	,	B	)
(	7	,	C	)
(	8	,	A	)
(	9	,	B	)
(	10	,	C	)
(	11	,	A	)
(	12	,	B	)
(	13	,	C	)
(	14	,	A	)
(	15	,	B	)
(	16	,	C	)
(	17	,	A	)
(	18	,	B	)
(	19	,	C	)
(	20	,	A	)
(	21	,	B	)
(	22	,	C	)
(	23	,	A	)
(	24	,	B	)
(	25	,	C	)
(	26	,	A	)
(	27	,	B	)
(	28	,	C	)
(	29	,	A	)
(	30	,	B	)
(	31	,	C	)
(	32	,	A	)
(	33	,	B	)
(	34	,	C	)
(	35	,	A	)
(	36	,	B	)
(	37	,	C	)
(	38	,	A	)
(	39	,	B	)
(	40	,	C	)
(	41	,	A	)
(	42	,	B	)
(	43	,	C	)
(	44	,	A	)
(	45	,	B	)

;
