
set I:= 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22 
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48;
set Nodos:= 1 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22
23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 ;

set K:= 1 2 3 4;
set R:= A B C;
set T:= A B C;


param: xcoord	ycoord :=
1	6823	4674
2	7692	2247
3	9135	6748
4	7721	3451
5	8304	8580
6	7501	5899
7	4687	1373
8	5429	1408
9	7877	1716
10	7260	2083
11	7096	7869
12	6539	3513
13	6272	2992
14	6471	4275
15	7110	4369
16	6462	2634
17	8476	2874
18	3961	1370
19	5555	1519
20	4422	1249
21	5584	3081
22	5776	4498
23	8035	2880
24	6963	3782
25	6336	7348
26	8139	8306
27	4326	1426
28	5164	1440
29	8389	5804
30	4639	1629
31	6344	1436
32	5840	5736
33	5972	2555
34	7947	4373
35	6929	8958
36	5366	1733
37	4550	1219
38	6901	1589
39	6316	5497
40	7010	2710
41	9005	3996
42	7576	7065
43	4246	1701
44	5906	1472
45	6469	8971
46	6152	2174
47	5887	3796
48	7203	5958
;

param Q:=
1   50000
2   50000
3   45000
4   40000
;

param P:=
A   38000
B   34000
C   30000
;


param alfa:=
A   1
B    .70
C    .30
;

param q:  A   B   C:=
1	0	0	0
2	2500	0	0
3	0	2500	0
4	0	0	2500
5	2500	0	0
6	0	2500	0
7	0	0	2500
8	2500	0	0
9	0	2500	0
10	0	0	2500
11	2500	0	0
12	0	2500	0
13	0	0	2500
14	2500	0	0
15	0	2500	0
16	0	0	2500
17	2500	0	0
18	0	2500	0
19	0	0	2500
20	2500	0	0
21	0	2500	0
22	0	0	2500
23	2500	0	0
24	0	2500	0
25	0	0	2500
26	2500	0	0
27	0	2500	0
28	0	0	2500
29	2500	0	0
30	0	2500	0
31	0	0	2500
32	2500	0	0
33	0	2500	0
34	0	0	2500
35	2500	0	0
36	0	2500	0
37	0	0	2500
38	2500	0	0
39	0	2500	0
40	0	0	2500
41	2500	0	0
42	0	2500	0
43	0	0	2500
44	2500	0	0
45	0	2500	0
46	0	0	2500
47	2500	0	0
48	0	2500	0



;

param a:  A   B   C:=
1	0	0	0
2	1	0	0
3	0	1	0
4	0	0	1
5	1	0	0
6	0	1	0
7	0	0	1
8	1	0	0
9	0	1	0
10	0	0	1
11	1	0	0
12	0	1	0
13	0	0	1
14	1	0	0
15	0	1	0
16	0	0	1
17	1	0	0
18	0	1	0
19	0	0	1
20	1	0	0
21	0	1	0
22	0	0	1
23	1	0	0
24	0	1	0
25	0	0	1
26	1	0	0
27	0	1	0
28	0	0	1
29	1	0	0
30	0	1	0
31	0	0	1
32	1	0	0
33	0	1	0
34	0	0	1
35	1	0	0
36	0	1	0
37	0	0	1
38	1	0	0
39	0	1	0
40	0	0	1
41	1	0	0
42	0	1	0
43	0	0	1
44	1	0	0
45	0	1	0
46	0	0	1
47	1	0	0
48	0	1	0


;

param qu :=
1	0
2	2500
3	2500
4	2500
5	2500
6	2500
7	2500
8	2500
9	2500
10	2500
11	2500
12	2500
13	2500
14	2500
15	2500
16	2500
17	2500
18	2500
19	2500
20	2500
21	2500
22	2500
23	2500
24	2500
25	2500
26	2500
27	2500
28	2500
29	2500
30	2500
31	2500
32	2500
33	2500
34	2500
35	2500
36	2500
37	2500
38	2500
39	2500
40	2500
41	2500
42	2500
43	2500
44	2500
45	2500
46	2500
47	2500
48	2500





;

set IT:=

(	2	,	A	)
(	3	,	B	)
(	4	,	C	)
(	5	,	A	)
(	6	,	B	)
(	7	,	C	)
(	8	,	A	)
(	9	,	B	)
(	10	,	C	)
(	11	,	A	)
(	12	,	B	)
(	13	,	C	)
(	14	,	A	)
(	15	,	B	)
(	16	,	C	)
(	17	,	A	)
(	18	,	B	)
(	19	,	C	)
(	20	,	A	)
(	21	,	B	)
(	22	,	C	)
(	23	,	A	)
(	24	,	B	)
(	25	,	C	)
(	26	,	A	)
(	27	,	B	)
(	28	,	C	)
(	29	,	A	)
(	30	,	B	)
(	31	,	C	)
(	32	,	A	)
(	33	,	B	)
(	34	,	C	)
(	35	,	A	)
(	36	,	B	)
(	37	,	C	)
(	38	,	A	)
(	39	,	B	)
(	40	,	C	)
(	41	,	A	)
(	42	,	B	)
(	43	,	C	)
(	44	,	A	)
(	45	,	B	)
(	46	,	C	)
(	47	,	A	)
(	48	,	B	)
;
