
set I:= 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22 
23 24 25 26 27 28 29 30;
set Nodos:= 1 2	3	4 5 6	7 	8	9	10	11 12 13	14	15 16	17	18	19	20 21 22
23 24 25 26 27 28 29 30  ;

set K:= 1 2 3 4;
set R:= A B C;
set T:= A B C;


param: xcoord	ycoord :=
1 162 354
2 218 382
3 218 358
4 201 370
5 214 371
6 224 370
7 210 382
8 104 354
9 126 338
10 119 340
11 129 349
12 126 347
13 125 346
14 116 355
15 126 335
16 125 355
17 119 357
18 115 341
19 153 351
20 175 363
21 180 360
22 159 331
23 188 357
24 152 349
25 215 389
26 212 394
27 188 393
28 207 406
29 184 410
30 207 392
;

param Q:=
1   6000
2   5500
3   5000
4   6000
;


param P:=
A   2200
B   2400
C   2600
;


param alfa:=
A   1
B   0.7
C   0.3
;

param q:  A   B   C:=
1	0	0	0
2	300	0	0
3	0	3100	0
4	0	0	125
5	100	0	0
6	0	200	0
7	0	0	150
8	150	0	0
9	0	450	0
10	0	0	300
11	100	0	0
12	0	950	0
13	0	0	125
14	150	0	0
15	0	150	0
16	0	0	550
17	150	0	0
18	0	100	0
19	0	0	150
20	400	0	0
21	0	300	0
22	0	0	1500
23	100	0	0
24	0	300	0
25	0	0	500
26	800	0	0
27	0	300	0
28	0	0	100
29	150	0	0
30	0	1000	0

;

param a:  A   B   C:=
1	0	0	0
2	1	0	0
3	0	1	0
4	0	0	1
5	1	0	0
6	0	1	0
7	0	0	1
8	1	0	0
9	0	1	0
10	0	0	1
11	1	0	0
12	0	1	0
13	0	0	1
14	1	0	0
15	0	1	0
16	0	0	1
17	1	0	0
18	0	1	0
19	0	0	1
20	1	0	0
21	0	1	0
22	0	0	1
23	1	0	0
24	0	1	0
25	0	0	1
26	1	0	0
27	0	1	0
28	0	0	1
29	1	0	0
30	0	1	0


;

param qu :=
1	0
2	300
3	3100
4	125
5	100
6	200
7	150
8	150
9	450
10	300
11	100
12	950
13	125
14	150
15	150
16	550
17	150
18	100
19	150
20	400
21	300
22	1500
23	100
24	300
25	500
26	800
27	300
28	100
29	150
30	1000


;

set NA:= 2 5 8 11 14 17 20 23 26 29;
set NB:= 3 6 9 12 15 18 21 24 27 30;
set NC:= 4 7 10 13 16 19 22 25 28; 

set IT:=
(	2	,	A	)
(	3	,	B	)
(	4	,	C	)
(	5	,	A	)
(	6	,	B	)
(	7	,	C	)
(	8	,	A	)
(	9	,	B	)
(	10	,	C	)
(	11	,	A	)
(	12	,	B	)
(	13	,	C	)
(	14	,	A	)
(	15	,	B	)
(	16	,	C	)
(	17	,	A	)
(	18	,	B	)
(	19	,	C	)
(	20	,	A	)
(	21	,	B	)
(	22	,	C	)
(	23	,	A	)
(	24	,	B	)
(	25	,	C	)
(	26	,	A	)
(	27	,	B	)
(	28	,	C	)
(	29	,	A	)
(	30	,	B	)


;
