a33.txt	A33.dat	33	15000	20000	25000	15000	 8000	6000
a34.txt	A34.dat	34	20000	20000	25000	10000	12000	14000
a36.txt	A36.dat	36	20000	15000	15000	10000	12000	14000
a37.txt	A37.dat	37	20000	15000	10000	10000	 8000	 6000
a38.txt	A38.dat	38	20000	20000	10000	10000	15000	15000
a39.txt	A39.dat	39	20000	20000	20000	10000	12000	14000
a44.txt	A44.dat	44	25000	20000	15000	20000	16000	12000
a45.txt	A45.dat	45	25000	20000	20000	20000	18000	18000
a46.txt	A46.dat	46	30000	25000	20000	16000	17000	18000
a48.txt	A48.dat	48	30000	25000	20000	20000	20000	20000
a53.txt	A53.dat	53	30000	30000	30000	20000	20000	20000
a54.txt	A54.dat	54	15000	15000	15000	5000	 5000	 5000
a55.txt	A55.dat	55	15000	15000	20000	5000	10000	15000
a60.txt	A60.dat	60	20000	10000	20000	8000	12000	16000
a61.txt	A61.dat	61	35000	35000	35000	30000	20000	10000
a62.txt	A62.dat	62	15000	15000	15000	10000	11000	12000
a63.txt	A63.dat	63	20000	20000	20000	5000	10000	20000
a64.txt	A64.dat	64	20000	20000	20000	5000	10000	20000
a65.txt	A65.dat	65	15000	15000	15000	10000	12000	14000
a69.txt	A69.dat	69	20000	20000	20000	10000	15000	15000
a80.txt	A80.dat	80	20000	20000	20000	16000	10000	16000
c50.txt	CHRIS50.dat	50	35000	30000	30000	15000	30000	26000
c75.txt	CHRIS75.dat	75	40000	50000	50000	40000	45000	50000
tai75A.txt	TAI75A.dat	75	25000	30000	35000	10000	15000	20000
tai75B.txt	TAI75B.dat	75	30000	30000	30000	20000	25000	25000
tai75C.txt	TAI75C.dat	75	15000	20000	25000	5000	10000	15000
tai75D.txt	TAI75D.dat	75	20000	35000	30000	15000	15000	20000
f45.txt	F45.dat	45	20000	15000	10000	5000	10000	5000
f71.txt	F71.dat	71	50000	50000	50000	25000	20000	10000
f72.txt	F72.dat	72	60000	60000	60000	20000	30000	40000
eil22.txt	eil22-01.dat	22	10000	15000	20000	6000	 5000	4000
eil23.txt	eil23-01.dat	23	6000	 7000	8000	1000	 1500	2000
eil30.txt	eil30-01.dat	30	5000	5500	6000	2200	2400	2600
eil33.txt	eil33-01.dat	33	20000	20000	15000	8000	 7000	6000
eil51.txt	eil51-01.dat	51	25000	30000	35000	22000	23000	24000
eil76.txt	eil76A-01.dat	76	45000	48000	51000	45000	43000	40000
att48.txt	att48-01.dat	48	50000	45000	40000	38000	34000	30000
