49869	[0,9,21,36,3,24,18,6,48,27,12,45,33,42,15,30,39,0,17,47,41,14,26,23,8,35,20,2,50,38,29,11,5,44,32,0,37,19,40,4,13,25,43,7,1,22,28,31,46,10,49,16,34,0]
49800	[0,19,40,4,46,37,49,34,10,16,28,31,7,22,43,25,13,1,0,42,45,33,30,15,12,9,39,21,3,36,48,6,24,18,27,0,8,26,23,41,14,44,17,47,11,2,20,35,32,38,50,29,5,0]
49796	[0,12,15,39,30,3,36,21,9,45,33,42,18,24,27,48,6,0,37,10,34,16,49,4,25,13,19,40,46,7,43,28,22,31,1,0,8,41,47,11,26,23,2,44,17,14,5,38,29,20,35,50,32,0]
49908	[0,21,39,30,36,3,6,27,48,24,18,9,33,15,45,42,12,0,7,43,25,13,40,19,4,37,49,10,34,16,22,28,31,1,46,0,23,14,26,8,41,44,50,35,20,29,2,32,38,5,47,17,11,0]
49923	[0,47,17,44,41,5,50,11,38,2,20,35,8,26,14,23,29,32,0,16,37,19,40,13,25,4,49,34,10,1,28,22,31,43,7,46,0,18,24,48,6,27,3,36,21,30,9,39,33,45,42,15,12,0]
49935	[0,1,22,28,31,43,7,25,13,40,4,19,37,49,10,34,16,46,0,11,32,2,20,35,29,50,38,5,44,17,47,14,41,23,26,8,0,24,6,18,42,9,39,30,36,27,48,3,21,33,45,15,12,0]
49911	[0,31,28,1,22,7,43,4,13,25,40,19,37,10,49,16,34,46,0,41,14,23,26,8,32,29,50,35,20,2,11,5,17,44,38,47,0,18,48,27,3,36,21,30,39,42,45,15,33,9,12,24,6,0]
49720	[0,26,23,8,47,5,38,50,29,35,20,2,14,41,44,17,11,32,0,15,42,39,33,45,30,21,9,12,18,24,6,48,36,3,27,0,28,22,31,1,16,4,43,13,46,40,25,7,34,49,10,19,37,0]
49751	[0,45,15,42,18,27,48,3,36,30,39,33,21,9,12,6,24,0,10,37,34,49,46,43,28,16,13,25,4,40,19,7,31,22,1,0,32,11,29,50,38,5,47,17,41,44,14,2,20,35,26,23,8,0]
49884	[0,10,4,13,25,19,40,37,49,46,22,1,34,16,28,31,43,7,0,12,18,42,15,45,39,33,30,9,36,21,3,27,48,24,6,0,5,17,44,41,32,11,14,23,26,8,2,20,35,29,50,38,47,0]
49869	[0,11,35,20,29,50,2,38,32,8,23,26,41,14,47,17,44,5,0,27,6,24,48,3,36,21,39,30,9,15,12,42,33,45,18,0,43,25,4,37,13,40,19,10,49,34,16,7,31,1,28,22,46,0]
49897	[0,27,36,3,24,48,6,9,39,33,45,12,21,30,15,42,18,0,46,4,40,19,13,25,43,7,22,28,31,1,16,34,49,10,37,0,47,44,17,14,41,23,26,8,2,5,20,35,29,38,50,11,32,0]
49744	[0,24,6,18,12,42,15,45,33,39,36,30,9,21,3,48,27,0,2,47,41,17,44,14,8,23,32,5,38,50,29,20,35,26,11,0,10,49,16,34,46,25,19,40,37,4,22,28,43,1,31,7,13,0]
49758	[0,17,44,14,41,38,29,2,8,26,23,35,47,5,50,20,11,32,0,42,45,33,15,12,39,9,30,36,3,21,48,6,27,24,18,0,13,19,40,4,25,7,31,43,28,22,1,34,49,10,37,16,46,0]
49722	[0,21,9,6,27,3,36,39,30,12,18,42,15,45,33,48,24,0,2,29,20,23,35,50,11,8,26,32,5,38,47,41,14,44,17,0,16,1,43,7,31,28,22,25,13,40,19,10,34,49,4,46,37,0]
49891	[0,23,14,41,44,17,5,47,26,8,20,29,2,50,11,35,32,38,0,6,24,18,12,42,15,45,30,33,39,9,3,21,36,48,27,0,37,40,13,19,4,25,43,7,1,22,31,28,16,34,10,49,46,0]
49812	[0,46,16,37,49,22,34,4,40,13,19,10,1,31,28,7,43,25,0,45,30,3,36,21,9,15,33,39,42,18,24,48,6,27,12,0,32,11,5,41,14,23,8,26,35,20,29,2,38,50,44,17,47,0]
49775	[0,4,13,40,19,37,10,49,16,1,7,43,28,22,31,25,34,46,0,3,30,21,33,45,42,15,36,6,24,48,18,39,9,12,27,0,17,44,41,47,14,23,26,8,29,20,35,2,32,11,38,50,5,0]
49901	[0,46,16,34,10,49,37,19,40,13,25,4,1,22,31,7,28,43,0,44,41,47,11,20,29,50,8,26,23,14,5,17,38,32,2,35,0,42,15,45,33,39,30,9,21,36,3,27,48,6,24,18,12,0]
49865	[0,28,22,46,34,49,16,31,1,7,43,25,13,40,19,4,10,37,0,47,23,26,14,41,17,44,38,50,32,11,5,29,35,20,2,8,0,18,12,15,42,33,45,39,30,21,3,36,9,6,24,48,27,0]



49909	[0,14,23,26,8,29,20,35,2,32,11,50,38,5,44,41,17,47,0,27,6,42,15,45,33,39,30,21,36,3,9,12,18,24,48,0,46,37,4,19,40,25,43,13,7,28,22,1,34,10,49,31,16,0]
49791	[0,9,21,30,39,45,15,12,27,3,36,48,24,6,33,42,18,0,4,40,13,19,25,43,31,16,10,28,34,1,7,22,49,37,46,0,14,41,44,17,47,5,38,50,29,35,20,2,32,8,26,23,11,0]
49975	[0,46,4,43,13,40,19,37,10,49,34,16,1,22,28,31,7,25,0,21,3,36,9,33,15,42,45,39,30,12,18,24,48,6,27,0,47,17,44,41,14,23,26,8,2,20,35,29,50,38,5,11,32,0]
49936	[0,9,30,39,21,36,3,27,12,45,33,15,42,18,24,48,6,0,40,19,4,13,25,43,31,28,22,1,37,46,16,34,49,10,7,0,17,47,44,41,14,23,26,8,32,2,20,35,29,50,11,38,5,0]
49963	[0,9,21,36,3,48,18,42,45,39,30,33,15,24,6,27,12,0,1,22,31,28,7,43,25,13,40,19,37,4,10,49,34,16,46,0,38,11,32,50,29,35,20,2,8,26,23,41,44,17,5,47,14,0]
49935	[0,27,6,48,24,3,36,30,45,42,15,33,39,21,9,12,18,0,46,49,16,34,10,37,4,19,40,1,22,28,31,7,43,25,13,0,11,32,2,35,20,29,50,38,5,44,26,8,23,14,17,41,47,0]
49850	[0,7,31,46,43,25,4,13,40,19,37,10,34,49,16,1,22,28,0,32,8,26,23,35,20,44,41,47,14,17,29,2,50,38,5,11,0,27,48,6,24,18,42,15,45,33,21,3,36,30,39,9,12,0]
49792	[0,8,29,50,35,20,2,11,14,41,44,17,38,26,47,23,32,5,0,34,37,46,49,1,10,16,22,31,28,43,7,25,13,40,19,4,0,6,24,27,12,18,48,3,36,21,9,30,39,45,33,15,42,0]
49806	[0,46,22,28,1,10,37,49,34,16,31,43,7,13,40,19,4,25,0,42,12,36,3,9,30,39,45,33,15,18,6,24,48,27,21,0,14,11,29,50,35,20,2,32,38,47,17,41,44,5,26,23,8,0]
49833	[0,46,37,4,40,13,19,25,43,31,22,16,10,49,34,28,7,1,0,27,6,48,24,18,12,15,42,45,33,39,30,21,36,3,9,0,44,5,38,50,23,32,2,41,14,8,26,35,29,20,11,17,47,0]
49894	[0,4,40,10,46,7,43,31,28,22,1,16,34,49,37,19,25,13,0,18,42,15,45,33,39,12,9,30,21,36,3,27,48,6,24,0,8,26,23,14,47,17,41,44,5,2,20,29,11,32,35,50,38,0]
49933	[0,12,42,45,15,33,39,30,9,21,3,36,24,18,6,48,27,0,14,47,44,41,17,5,38,2,29,8,26,23,35,20,11,50,32,0,46,37,16,34,49,10,4,19,40,13,25,43,31,7,22,28,1,0]
49777	[0,31,7,22,43,10,16,34,28,1,49,46,37,25,13,19,40,4,0,8,26,35,20,11,32,38,50,29,2,5,17,44,41,14,23,47,0,39,30,21,9,33,15,45,12,42,18,6,24,48,27,36,3,0]
49862	[0,30,21,36,3,48,24,6,27,15,45,33,42,18,12,39,9,0,7,43,16,49,34,10,37,1,28,31,22,25,13,19,4,40,46,0,8,26,23,14,17,44,41,47,38,2,20,35,29,50,5,11,32,0]
49784	[0,6,3,36,21,9,30,39,33,15,48,24,18,42,45,12,27,0,47,5,11,26,8,20,2,35,38,29,50,44,17,41,14,23,32,0,28,31,1,7,43,49,16,37,19,40,13,25,4,34,22,10,46,0]
49934	[0,17,41,44,29,5,32,38,2,20,35,50,11,23,26,8,14,47,0,1,22,28,31,7,43,25,13,19,40,4,37,10,16,34,49,46,0,27,48,18,24,6,3,36,21,9,30,39,12,33,45,15,42,0]
49780	[0,12,21,9,36,3,27,6,48,39,33,30,15,45,42,18,24,0,17,11,29,35,2,8,26,23,14,41,5,38,50,20,32,44,47,0,22,37,4,19,40,13,25,43,7,31,28,34,1,49,10,46,16,0]
49929	[0,47,32,8,26,20,35,29,50,2,11,38,5,44,17,41,14,23,0,15,33,9,30,39,45,42,18,24,12,48,21,36,3,6,27,0,46,10,34,49,16,1,22,28,31,7,43,4,25,13,40,19,37,0]
49813	[0,26,8,23,14,41,44,5,38,11,2,35,20,29,50,17,47,32,0,4,25,37,19,40,13,49,10,34,16,1,43,7,28,31,22,46,0,15,42,18,30,12,45,33,39,9,36,27,3,21,24,6,48,0]
49892	[0,48,36,3,21,30,9,39,33,45,15,18,24,6,27,12,42,0,10,16,34,49,46,22,1,28,31,7,43,25,4,13,40,19,37,0,17,8,26,38,50,29,2,35,20,32,11,5,23,14,47,41,44,0]



49941	[0,36,3,21,30,39,33,15,42,45,9,12,18,6,24,48,27,0,4,46,16,49,37,10,34,1,7,43,31,22,28,25,13,40,19,0,11,2,20,35,29,50,38,5,44,41,17,47,14,23,26,8,32,0]
49896	[0,18,24,48,6,27,36,9,21,3,15,42,45,33,39,30,12,0,47,17,44,41,14,32,20,35,50,2,23,8,26,29,11,38,5,0,46,49,16,34,10,37,4,19,40,13,25,43,31,7,28,22,1,0]
50002	[0,8,26,23,47,14,41,44,17,5,38,50,29,2,35,20,11,32,0,12,9,15,45,33,30,39,21,36,3,24,18,42,6,48,27,0,1,22,31,28,7,43,25,13,40,19,4,37,49,10,34,16,46,0]
49890	[0,26,35,20,29,38,50,2,11,41,44,17,5,32,47,14,23,8,0,46,37,13,40,19,25,4,49,10,34,16,22,1,31,28,43,7,0,27,12,18,6,24,48,3,36,21,9,30,15,45,42,39,33,0]
49922	[0,6,3,36,21,30,39,45,42,18,12,15,33,9,27,48,24,0,5,50,2,20,35,29,11,38,32,8,23,26,14,41,47,17,44,0,37,49,10,34,16,46,19,40,13,4,25,43,7,1,22,31,28,0]
49839	[0,25,43,7,31,28,1,22,16,34,10,19,40,37,46,13,49,4,0,8,26,23,14,47,41,17,50,38,44,32,20,35,29,2,11,5,0,21,36,3,48,24,6,27,9,30,15,45,39,33,42,18,12,0]
49879	[0,31,22,28,1,7,43,25,13,40,19,37,49,34,10,16,46,4,0,29,35,50,38,11,5,20,32,2,8,23,26,47,17,44,41,14,0,6,48,3,36,21,30,9,27,24,18,42,15,45,39,33,12,0]
