28934	[0,2,8,35,14,29,32,11,5,20,26,0,16,1,34,31,28,4,19,13,22,25,7,10,0,24,21,17,33,30,18,27,6,3,23,12,9,15,0]
29021	[0,5,26,35,23,2,14,20,17,29,32,11,0,15,8,6,27,9,3,12,30,18,21,33,24,0,16,1,22,13,31,19,4,34,28,25,7,10,0]
28914	[0,1,28,34,4,19,31,13,22,25,10,16,7,0,32,17,29,23,35,2,20,5,11,14,26,0,15,8,6,3,24,30,12,9,21,18,27,33,0]
28965	[0,17,32,29,23,26,5,11,14,2,35,20,0,1,25,34,28,31,19,4,22,13,16,7,10,0,15,8,3,6,33,30,18,21,24,27,9,12,0]
28993	[0,26,20,2,35,23,14,29,5,11,32,17,0,16,1,22,13,31,19,4,34,28,25,10,7,0,15,8,12,9,27,24,3,6,30,18,33,21,0]
28861	[0,10,7,34,4,19,31,13,22,1,28,25,16,0,14,2,17,11,32,29,5,23,35,20,26,0,15,8,6,33,30,24,21,18,27,3,12,9,0]
28943	[0,5,11,14,35,2,23,17,29,32,20,26,0,15,8,3,18,30,33,21,9,24,27,12,6,0,16,25,19,4,34,28,31,22,13,1,10,7,0]
28921	[0,11,5,29,17,32,14,35,2,23,20,26,0,16,22,13,25,28,1,19,4,31,34,10,7,0,24,27,9,6,12,3,18,21,30,33,8,15,0]
29037	[0,26,11,32,17,29,14,23,2,35,20,5,0,16,1,25,22,31,19,4,13,34,28,10,7,0,15,8,12,3,6,9,21,33,27,30,18,24,0]
28861	[0,2,23,35,14,17,11,5,20,26,32,29,0,16,1,4,19,31,22,25,13,28,34,10,7,0,15,8,9,3,6,12,21,27,33,30,18,24,0]
29056	[0,32,17,29,14,23,2,35,11,20,5,26,0,15,8,6,3,12,18,30,33,21,24,27,9,0,16,1,19,4,31,13,22,25,28,34,10,7,0]
28875	[0,20,32,17,29,23,5,11,26,14,2,35,0,22,13,1,16,25,31,4,19,28,34,7,10,0,8,15,3,6,21,18,33,24,27,30,12,9,0]
28873	[0,17,11,32,29,35,14,2,23,20,26,5,0,16,22,1,13,31,19,4,34,28,25,7,10,0,15,8,27,21,24,12,6,3,33,18,30,9,0]
29005	[0,11,32,17,29,14,23,20,5,2,35,26,0,10,7,34,4,19,31,28,16,1,13,22,25,0,30,18,24,21,27,33,12,3,9,6,8,15,0]
28866	[0,11,32,17,29,23,14,20,35,2,5,26,0,10,7,22,1,19,4,34,28,31,25,13,16,0,15,8,6,27,3,9,24,21,18,30,33,12,0]
28957	[0,5,29,11,23,2,35,14,20,26,32,17,0,1,25,22,13,4,31,19,34,28,7,10,16,0,27,33,30,21,18,24,12,3,6,9,8,15,0]
28826	[0,26,20,14,2,35,23,32,17,29,11,5,0,1,22,19,34,28,25,31,10,7,4,13,16,0,6,12,3,9,15,8,33,30,18,21,24,27,0]
28819	[0,32,26,20,14,23,35,2,29,17,11,5,0,8,15,9,27,24,18,21,30,33,12,6,3,0,10,34,28,1,22,16,31,19,4,13,25,7,0]
28895	[0,17,32,11,5,35,2,23,29,14,20,26,0,15,8,9,30,33,3,12,6,21,27,18,24,0,1,16,10,7,25,28,34,4,19,31,22,13,0]
28885	[0,20,26,23,5,11,32,17,29,14,2,35,0,25,13,19,28,31,34,4,22,1,16,7,10,0,15,8,6,3,12,9,24,21,33,27,18,30,0]


28926	[0,29,11,17,20,14,23,35,2,5,32,26,0,7,10,25,34,4,19,31,28,22,13,1,16,0,8,15,9,12,6,3,33,30,18,21,24,27,0]
29077	[0,10,25,1,16,13,22,4,19,31,28,34,7,0,20,5,11,17,29,32,14,2,35,23,26,0,15,8,6,3,12,33,30,18,21,24,27,9,0]
29022	[0,5,11,29,32,17,23,2,35,14,20,26,0,27,21,24,33,30,18,9,12,3,6,8,15,0,7,10,28,31,13,1,22,19,4,34,25,16,0]
28967	[0,26,20,14,23,5,11,17,29,2,35,32,0,16,1,13,22,25,31,19,4,34,28,10,7,0,8,15,9,12,6,3,30,18,21,33,24,27,0]
29027	[0,26,17,11,32,29,23,35,2,14,5,20,0,10,7,28,34,4,31,19,22,13,1,25,16,0,24,27,21,18,30,33,3,12,9,6,15,8,0]
28924	[0,16,28,34,4,31,19,22,13,1,25,7,10,0,5,14,2,35,20,32,29,17,11,23,26,0,27,24,21,30,18,12,15,8,6,3,33,9,0]
29008	[0,26,20,14,2,23,35,32,17,29,11,5,0,30,21,18,33,24,27,9,12,3,6,8,15,0,10,7,34,31,28,4,19,22,25,13,1,16,0]
28943	[0,10,7,34,28,19,4,13,22,31,25,16,0,26,17,32,29,14,2,35,8,20,5,11,0,21,1,30,33,24,18,27,15,23,6,3,12,9,0]
28969	[0,14,11,17,32,29,5,20,35,2,23,26,0,15,8,9,6,3,12,33,21,18,30,27,24,0,10,7,25,28,34,31,4,13,19,22,1,16,0]
28917	[0,11,23,14,2,35,26,17,29,32,5,20,0,12,27,24,21,18,30,33,6,3,9,15,8,0,7,1,16,25,34,19,4,31,13,22,28,10,0]
